공고명,회사명,대표자명,자본금,업종,주요사업내용,회사주소,모집직종,관련직종,직무내용,접수마감일,고용형태,모집인원,장애인채용인원,임금조건,경력조건,학력,키워드,외국어능력,전공,자격면허,병역특례채용희망,컴퓨터활용능력,우대조건,고용허가제,작업환경,기타우대사항,전형방법,접수방법,제출서류준비물,제출서류양식첨부,근무예정지,인근전철역,버스노선,근무형태,근무시간,연금사회보험,퇴직금지급방법,복리후생,장애인편의시설
"[(주)케이알산업]청도새마을휴게소(대구방향) 계산원, 판매사원 모집
			
		",(주)케이알산업,박종화,"100,000백만원",기타토목시설물건설업,"건설업,도소매업(고속도로휴게소)",(17332)경기도이천시부발읍경충대로2042-1,음식료품판매원,-,"[장애인만채용]청도새마을휴게소(대구방향)계산원(2교대근무),커피매장판매원(주간근무)모집-근무시간:08:00~20:00(주간),20:00~08:00(야간),휴게시간2시간40분/주중2일휴무(월8일)/1년단위갱신계약-판매직(서비스)으로고객응대가능자지원-입사지원시이메일(kjunga@kead.or.kr)로이력서제출/채용시까지모집진행",2023년07월06일마감시간:24시(D-26),기간의정함이있는근로계약12개월,"2명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",2명,"월급2,600,000원이상~2,600,000원이하:0%",관계없음,고졸,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:5Kg이내의물건을다룸서거나걷기:일부서서하는일듣고말하기:듣고말하기중요시력:일상적인활동이가능한정도손작업:큰물품의조립작업양손사용:양손으로작업,-,"서류,면접",기타(이메일접수(kjunga@kead.or.kr)),"이력서,기타(주민등록등본)※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"경상북도청도군청도읍하지길59-50,청도새마을휴게소(대구방향)경상북도청도군청도읍하지길59-50,청도새마을휴게소(대구방향)",-,-,주5일근무,※상세근무시간08:00-20:00주소정근로시간:40시간,-,퇴직금,"통근버스,기숙사","장애인용주차장,건물내부경사로,장애인용화장실"
"[(사)보성스마트사업단][중증장애인만채용] 단순 제조.조립 사원 모집합니다.
			
		",(사)보성스마트사업단,구교민,200백만원,전시및광고용조명장치제조업,"고출력LED기기,전광판,CCTV,경관","(15434)경기도안산시단원구동산로76,115호,B125호(원시동)",제조단순종사원,-,"단순제조,조립업무(지적.정신.간장애만가능)(오전)09:00~12:00오전3시간만근무",2023년06월21일마감시간:18시(D-11),기간의정함이없는근로계약(시간(선택)제),"1명지원현황:총2명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:1명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:1명)",1명중증장애인채용우대,"시급9,620원이상~9,620원이하",신입,학력무관,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접",워크투게더,"이력서,자기소개서,기타(장애인증명서,복지카드(앞,뒤)/면접시제출가능)※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"경기도안산시단원구동산로76,115호,B125호(원시동)경기도안산시단원구동산로76,115호,B125호(원시동)",수도권서해선시우1번출구200M,-,주5일근무,09:00~12:00주소정근로시간:15시간,국민연금고용보험산재보험의료보험,퇴직금,-,-
"[계요병원]계요병원  주방 경증 장애인채용(단순보조직)
			
		",계요병원,이경은,-,일반병원,의료업,"(16062)경기도의왕시오전로15,계요노인병원(왕곡동)",기타서비스단순종사원,-,"주방단순보조업무(선택가능)1)(주5일,25시간근무_급여1,260,220원)토,일,공휴일쉼2)(주5일,20시간근무_급여1,010,100원)토,일,공휴일쉼",채용시까지,기간의정함이있는근로계약3개월/계약기간만료후상용직전환검토,"2명지원현황:총1명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:1명)",2명,"월급1,010,100원이상~1,260,220원이하기본급기준:0%",관계없음,학력무관,[장애인],-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접",워크투게더,이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,"경기도의왕시오전로15,계요노인병원(왕곡동)경기도의왕시오전로15,계요노인병원(왕곡동)",-,-,주5일근무,1식,근무시간협의가능09:30~15:30휴게시간(12:00~13:00)주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직금,-
"[주식회사 써머스플랫폼][에누리가격비교] 써머스플랫폼 CM(카테고리매니저) 신입 및 경력사원 채용
			
		",주식회사 써머스플랫폼,정희정,-,시스템ㆍ응용소프트웨어개발및공급업,소프트웨어개발및공급업<BR/>가,"(08502)서울특별시금천구가산디지털1로186,제이플라츠13층1301호",마케팅·광고·홍보·상품기획사무원,-,"[담당업무]-각상품군별가격비교원부제작및해당상품노출및운영-담당상품군온라인홍보기획-온라인상품카달로그,기획전,구매가이드등게시물및콘텐츠제작-온라인쇼핑몰등록상품의가격비교를위한가격매칭-담당상품군매출분석및운영전략수립[자격요건]-신입,경력1년~5년-장애인증명서발급가능자또는장애인등록증소지자-남자의경우병역필또는면제자-가격비교서비스구조이해가능한분-쇼핑서비스에대한이해도높은분-맡은업무에책임감을갖고주도적으로과제를이끌어가는분-관련부서와원활한의사소통능력이있는분[우대요건]-주요온라인쇼핑몰(오픈마켓,대형쇼핑몰,소셜커머스)또는가격비교사이트의MD,CM경력자-채용대상상품군판매처(제조사,유통사,총판사등)의온라인판매,홍보,마케팅담당경력자-이외채용대상상품군온·오프라인업무경험자-장애인경증---------------------------------------------구인내용확인후실제취업의사있는분(즉시출근)은[워크넷입사지원]파란버튼눌러지원지원하세요-서류통과자는개별연락드립니다.",채용시까지,기간의정함이있는근로계약12개월,"1명지원현황:총2명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:2명)",1명,"연봉27,000,000원이상:0%면접후결정가능",관계없음,학력무관,[CM][카테고리매니저][MD][쇼핑몰][가격비교],-,-,-,비희망,"문서작성(워드프로세스활용),프레젠테이션프로그램활용",-,-,작업장소:실내드는힘:5Kg이내의물건을다룸서거나걷기:서거나걷는일거의없음듣고말하기:간단한듣고말하기필요시력:아주작은글씨를읽을수있는정도손작업:작은물품의조립작업양손사용:양손으로작업,-,"서류,면접","워크투게더,이메일(개인회원로그인후조회가능)","이력서,자기소개서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"서울특별시금천구가산디지털1로186,제이플라츠13층1301호서울특별시금천구가산디지털1로186,제이플라츠13층1301호",수도권1호선가산디지털단지7번출구100M,-,주5일근무,미제공,근무시간협의가능09:00~18:00주소정근로시간:40시간,국민연금고용보험산재보험의료보험,퇴직연금,-
"[(주)현대백화점울산점](장애인만 채용) 네일아티스트 채용
			
		",(주)현대백화점울산점,이동호,-,백화점,백화점,"(44705)울산광역시남구삼산로261,(삼산동)현대백화점(,현대백화점)",네일아티스트(손톱관리사),-,"-직무:직원대상네일케어서비스-인원:2명-시간:평일주5일13:00~18:00(휴게시간30분)-급여:월약200만-형태:1년단위계약후연장검토-기타:네일아트자격증없어도지원가능하나자격증유무,관련경력고려하여채용결정예정",2023년06월30일마감시간:24시(D-20),기간의정함이있는근로계약12개월,"2명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",2명,"월급2,000,000원이상~2,000,000원이하:0%",관계없음,학력무관,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,-,방문,"이력서,자기소개서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"울산광역시남구삼산로261,(삼산동)14층네일케어실울산광역시남구삼산로261,(삼산동)14층네일케어실",-,-,주5일근무,※상세근무시간13:30~18:00주소정근로시간:24시간,-,퇴직금,-,"장애인용주차장,장애인용화장실"
"[(주)에프앤비네트웍스][장애인전형] 블로그 원고 작성  / 중증장애인 재택근로자 모집
			
		",(주)에프앤비네트웍스,박명희,200백만원,고용알선및인력공급업,헤드헌팅채용대행/시설경비업/경영컨설팅,"(16584)경기도수원시권선구덕영대로1201번길16,7층",사무보조원(일반사업체),홈페이지자료관리원(정보검색포함),"[업무내용]-회사블로그에회사소개글,일상정보글작성(하루에원고1편작성,수습기간이후1.5편~2편작성)*글쓰기가어렵지않으신분※필수사항중증장애인※입사시기6월~7월※급여105만원(세전)※고용형태계약직1년(수습3개월포함,평가후연장가능)*무기계약전환사례있음※채용과정서류평가>과제수행평가>최종합격※기타사항4대보험필수가입,이중취업불가,명절선물증정,퇴직금",2023년07월31일마감시간:24시(D-51),기간의정함이있는근로계약12개월,"1명지원현황:총4명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:4명)",1명중증장애인채용우대,"월급1,050,000원이상~1,050,000원이하연봉기준:0%",관계없음,학력무관,[블로그][장애인][원고작성][사무보조][재택근무],-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접,필기",워크투게더,이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,"경기도수원시권선구덕영대로1201번길16,7층경기도수원시권선구덕영대로1201번길16,7층",-,-,주5일근무,미제공,근무시간협의가능※상세근무시간4시간근무주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직금,-
"[효성실버타운][효성복지재단 효성실버타운 관리인/위생원(장애인 근로자) 채용 재공고]
			
		",효성실버타운,전미조,-,노인요양복지시설운영업,노인장기요양서비스,"(702230)대구광역시북구도남길92-52,효성실버타운(도남동)",청소원,제조단순종사원,"[관리인/위생원(장애인근로자)채용]*직무내용:시설환경관리*근무조건:주5일근무(토,일,공휴일휴무)*근무시간:08:30~12:30(휴게30분)4시간근무*문의:053-327-0003",2023년06월21일마감시간:24시(D-11),기간의정함이없는근로계약(시간(선택)제),"1명지원현황:총5명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:5명)",1명,"월급1,035,100원이상:0%",관계없음,학력무관,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접","방문,우편,워크투게더,이메일(개인회원로그인후조회가능)","이력서,자기소개서,기타(이력서1부자기소개서1부개인정보제공활용동의서1부장애인등록증또는복지카드1부)※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"대구광역시북구도남길92-52,효성실버타운(도남동)대구광역시북구도남길92-52,효성실버타운(도남동)",-,-,주5일근무,미제공,근무시간협의가능08:30~12:30휴게시간(12:30~13:00)주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직연금,-
"[(주)한밭기업]경비원 채용
			
		",(주)한밭기업,하태실,500백만원,경비및경호서비스업,"경비,경호서비스업","(34379)대전광역시대덕구한밭대로1027,5층(오정동)",공사현장경비원,-,"[장애인채용]※워크투게더지원시담당자(이상연,054-450-3012)에게먼저연락주셔야합니다.-직무:건설공사현장경비(*경비원신임교육이수증필요)-근무형태:06:00~익일06:00또는07:00~익일07:00,2교대근무-휴게시간:9시간(주간3시간,심야6시간-22:00~01:00,02:00~05:00)",2023년06월25일마감시간:24시(D-15),기간의정함이있는근로계약12개월,"2명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",2명,"월급2,443,500원이상~2,443,500원이하:0%",관계없음,학력무관,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접",워크투게더,이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,"경상북도경주시진현로23,대우조선해양건설진현동주상복합건설현장경상북도경주시진현로23,대우조선해양건설진현동주상복합건설현장",-,-,주5일근무,※상세근무시간06:00~익일06:00주소정근로시간:40시간,-,퇴직금,-,-
"[사단법인한국교통장애인협회]가로정비(불법노점상 및 노상적치물 단속)원 모집
			
		",사단법인한국교통장애인협회,장경석,-,그외기타협회및단체,구청용역계약단속업무,"(21511)인천광역시남동구용천로208,사회복지회관1층114호(간석동)",주차단속원및안전순찰원,-,-가로정비(불법노점상및노상적치물단속-운전가능자1톤포터/오토/2종가능-11:00~18:00/토요일격주근무-미추홀구거주자만지원가능-복지카드소유자(경증),채용시까지,기간의정함이있는근로계약(시간(선택)제)11개월,"1명지원현황:총5명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:5명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",1명,"시급9,620원이상",관계없음,학력무관,-,-,-,-,비희망,-,"운전면허증,(준)고령자(50세이상)우대",-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,면접,"팩스,이메일(개인회원로그인후조회가능)",이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,"인천광역시미추홀구주안동로26번길35,교통장애인협회남구지회2층인천광역시미추홀구주안동로26번길35,교통장애인협회남구지회2층",-,-,주5일근무,미제공,※상세근무시간11:00~18:00(토요일격주근무)휴게시간(12:00~13:00)주소정근로시간:35시간,국민연금고용보험산재보험의료보험,해당없음,-
"[경기도장애인자활협회]복사용지 포장, 적재 단순직 장애인근로자를 채용합니다.
			
		",경기도장애인자활협회,정사근,-,기타종이및판지제조업,사무용지(복사용지)제조및화장지,(12200)경기도남양주시화도읍재재기로158,제조단순종사원,종이제품생산기계조작원,복사용지(사무용지)포장및적재업무입니다.,2023년06월20일마감시간:17시(D-10),기간의정함이없는근로계약(시간(선택)제),"2명지원현황:총2명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:2명)",2명,"월급1,010,100원이상:0%",신입,학력무관,[단순직][생산직][장애인][복사용지][주20시간],-,-,-,비희망,-,-,-,작업장소:실내드는힘:5~20Kg의물건을다룸서거나걷기:오랫동안서거나걷는일듣고말하기:간단한듣고말하기필요시력:비교적큰인쇄물을읽을수있는정도손작업:작은물품의조립작업양손사용:양손으로작업,-,"서류,면접","방문,워크투게더",이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,경기도남양주시화도읍재재기로158경기도남양주시화도읍재재기로158,-,30-11,주5일근무,미제공,09:00~13:00휴게시간(11:00~11:30)주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직금,-
"[두리두리사업단]청소,소독,미화 (4시간 근로) 채용
			
		",두리두리사업단,고준희,10백만원,건축물일반청소업,각종시설및사업장청소등,"(31094)충청남도천안시서북구백석공단1로10,SB116호","건물청소원(공공건물,아파트,사무실,병원,상가,공장등)",-,"-소독,미화,청소-주5일4시간근무(탄력적근무)-주말가능자-입사지원관련문의는채용담당자-010-4367-7753)문의는09:00~18:00까지연락가능",2023년06월21일마감시간:24시(D-11),기간의정함이없는근로계약(시간(선택)제),"1명지원현황:총1명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:1명)",1명,"시급9,620원이상",신입,학력무관,-,-,-,기타:운전면허증,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,면접,워크투게더,"이력서,기타(추후제출서류별도안내)※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"충청남도천안시서북구백석공단1로10,SB116호충청남도천안시서북구백석공단1로10,SB116호",-,-,주5일근무,1식,※상세근무시간(오전)8시30분~(오후)1시00분/(오후)1시00분~(오후)5시30분휴게시간(12:00~12:30)주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직연금,-
"[함께이루는세상 사회적협동조합]장애인 사업장에서 단순 작업 근로 하실 선생님 모집합니다.
			
		",함께이루는세상 사회적협동조합,김선희,"10,000백만원",사회복지상담서비스제공업,장애인활동지원,"(14916)경기도시흥시은행로86,경동프라자4층404호",제조단순종사원,"인쇄,목재,가구및기타제조분야단순종사원","함께이루는세상사회적협동조합입니다.^^환영합니다.-지원자격:경증장애인,중증장애인.(비장애인은고용하지않습니다.)-재택근무근무자가능(면접시안내해드리겠습니다.)-근무장소:경기도시흥시은행로86경동프라자4층404호(함께이루는세상사회적협동조합)-근무기간:1년이상(재계약시)/수습기간있음.-근무요일:평일주5일(주말및공휴일휴무)-업무내용:단순조립,박스포장,스티커작업,테이핑작업등단순근로작업.-근무시간:오전:9:00~13:00(4시간근무/50분근무,10분휴식)오후:14:00~18:00(4시간근무/50분근무,10분휴식)（작업량이증가하면근무시간은09:00~18:00(8시간근무)변경될수있습니다.）-급여:세전1,005,290원(2023년최저시급준수/주휴수당포함)-복리후생:국민연금,건강보험,고용보험,산재보험,연차,퇴직금,주휴수당,휴게시간.-지원방법:워크넷지원,이메일지원⇒ksh10040125@hanmail.net-채용과정:1차면접⇒2차면접⇒합격",채용시까지,기간의정함이없는근로계약,"10명지원현황:총11명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:11명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",10명,"월급1,005,290원이상~2,010,580원이하:0%",관계없음,학력무관,[장애인일자리][장애인작업][장애인보호작업][보호작업][장애인],-,-,자동차운전면허(우대),비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접","방문,이메일(개인회원로그인후조회가능)","이력서,자기소개서,기타(장애인복지카드또는장애인확인서)※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"경기도시흥시은행로86,경동프라자4층404호(은행동)경기도시흥시은행로86,경동프라자4층404호(은행동)",-,-,주5일근무,미제공,09:00~13:00휴게시간(12:00~12:30)주소정근로시간:20시간,국민연금산재보험의료보험,퇴직금,-
"[악사손해보험(주)]AXA손해보험 헬스키퍼 안마사 구인 (서울 사당동)
			
		",악사손해보험(주),기욤미라보,-,손해보험업,손해보험,"(04322)서울특별시용산구한강대로71길4,9~12층(갈월동)",안마사,-,"[직무소개]-시각장애인안마사[근무지]-서울관악구남부순환로2072,5층(사당동,도원회관)[근무형태]-계약직(1년계약후평가결과에따라연장가능)[근무시간]-월~금일4시간근무10:00~14:00(휴게시간30분포함)[급여]-월180만원",2023년06월25일마감시간:24시(D-15),기간의정함이있는근로계약12개월,"1명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",1명,"월급1,800,000원이상~1,800,000원이하기본급기준:0%",관계없음,학력무관,[헬스키퍼][안마사][시각장애인안마사][시각장애인],-,-,-,비희망,-,-,-,작업장소:실내드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접","워크투게더,이메일(개인회원로그인후조회가능)",이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,"서울특별시관악구남부순환로2072,5층(남현동)서울특별시관악구남부순환로2072,5층(남현동)",수도권2호선사당6번출구300M,-,주5일근무,※상세근무시간10:00~14:00(휴게시간30분포함)주소정근로시간:20시간,국민연금고용보험산재보험의료보험,퇴직연금,-,-
"[(주)알엠소프트][(주)알엠소프트] 정규직 가능 경비원 장애인 채용
			
		",(주)알엠소프트,최광훈,180백만원,컴퓨터시스템통합자문및구축서비스업,sw개발및공급,(08501)서울특별시금천구가산디지털1로219(가산동),"건물경비원(청사,학교,병원,상가,빌딩,공장등)",-,"[장애인만채용]1.사업체명:(주)알엠소프트2.근무지:서울시서초구서초중앙로63-6,RM서초빌딩(3호선남부터미널역6번출구인근)3.업무내용:건물관리소장-출입통제,건물관리(유지보수,교체,계량,의무점검),관리비관리,기타건물관리제반업무4.근무형태:1~6개월수습기간근무후정규직전환가능5.근무시간:평일일8시간(8:00~17:00),교대없음,1시간휴게시간있음6.급여수준:세전월급219만원7.복리후생:4대보험가입,퇴직금,장애인용화장실/승강기/난간있음8.지원자격:도보로이동가능한분,사물식별가능한분,원활한의사소통가능한분9.우대사항:경비원교육이수증자격증소지자,관련업무경력1년이상인자우대10.지원방법:한국장애인고용공단서울동부지사메일jsy828@kead.or.kr로자유양식지원서송부11.문의사항:한국장애인고용공단서울동부지사(02-2146-3589),전화연결안될경우jsy828@kead.or.kr로문의남겨주세요",2023년07월31일마감시간:24시(D-51),기간의정함이없는근로계약,"1명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",1명,"월급2,190,000원이상~2,190,000원이하:0%",관계없음,학력무관,-,-,-,-,비희망,-,-,-,작업장소:선택안함.드는힘:5~20Kg의물건을다룸서거나걷기:오랫동안서거나걷는일듣고말하기:간단한듣고말하기필요시력:일상적인활동이가능한정도손작업:작은물품의조립작업양손사용:양손으로작업,-,"서류,면접",기타(jsy828@kead.or.kr로지원서송부),"이력서,자기소개서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능",등록된파일이없습니다.,"서울특별시서초구서초중앙로63-6,(서초동)서울특별시서초구서초중앙로63-6,(서초동)",-,-,주5일근무,※상세근무시간8:00~17:00주소정근로시간:40시간,-,퇴직금,-,-
"[도시마을협동조합]디블렌트 건물 청소(복지카드 소지자)
			
		",도시마을협동조합,노정은,20백만원,"소독,구충및방제서비스업","청소미화,방역소독","(07573)서울특별시강서구강서로462,대룡드림타워-1,208호","건물청소원(공공건물,아파트,사무실,병원,상가,공장등)",-,"디블렌트건물청소,미화하실분구인합니다.복지카드소지자만가능합니다.복지카드있으신분만지원해주세요.지하3층~8층까지청소범위가정해져있습니다.총4명이함께일합니다.오전6시~10시30분까지(4시간근무,30분휴게)근무합니다.시급10,577원적용합니다.근무기간:2023년6월1일~2024년5월31일.(1년근무/1년만근시퇴직금발생)",2023년06월30일마감시간:12시(D-20),기간의정함이있는근로계약12개월,"1명지원현황:총0명(취업알선기관알선취업알선기관알선관할고용센터(또는취업알선기관)의취업알선서비스를통해알선된알선자수.관할취업알선기관의취업알선담당자에게서비스를요청하시기바랍니다.:0명,워크투게더입사지원워크투게더입사지원워크투게더웹사이트를통해워크투게더입사지원한지원자수.채용정보상세화면상/하단워크투게더입사지원기능을이용하시기바랍니다.:0명)",1명중증장애인채용우대,"시급10,577원이상~10,577원이하",관계없음,학력무관,-,-,-,기타:복지카드,비희망,-,-,-,작업장소:선택안함.드는힘:선택안함.서거나걷기:선택안함.듣고말하기:선택안함.시력:선택안함.손작업:선택안함.양손사용:선택안함.,-,"서류,면접","우편,이메일(개인회원로그인후조회가능)",이력서※정부민원포털(www.minwon.go.kr)에서주민등록등초본등각종제증명발급가능,등록된파일이없습니다.,서울특별시강남구선릉로637(논현동)서울특별시강남구선릉로637(논현동),수도권분당선선정릉1번출구500M,-,주5일근무,미제공,06:00~10:30휴게시간(10:00~10:30),국민연금고용보험산재보험의료보험,퇴직금,-
